Deck,Directory,File,Suit,Name,Description
Chaos,Chaos/,C_S_A.jpg,Swords,Ace of Swords,"Focus, Clarity"
Chaos,Chaos/,C_D_K.jpg,Diamonds,King of Diamonds,"Generosity, happiness found in nature or spirituality"
Chaos,Chaos/,C_D_Q.jpg,Diamonds,Queen of Diamonds,"a Bond between the internal and external, mastery, not control of nature"
Chaos,Chaos/,C_D_J.jpg,Diamonds,Jack of Diamonds,"Fascination, wonder, scholarship"
Chaos,Chaos/,C_D_10.jpg,Diamonds,10 of Diamonds,"A choice of security oer risk, enjoyment of wealth"
Chaos,Chaos/,C_D_9.jpg,Diamonds,9 of Diamonds,"the Hermit; Sacrifice without regret, self care"
Chaos,Chaos/,C_D_8.jpg,Diamonds,8 of Diamonds,comfirt achieved through work and perisstance
Chaos,Chaos/,C_D_7.jpg,Diamonds,7 of Diamonds,"The star; Hope, healing"
Chaos,Chaos/,C_D_6.jpg,Diamonds,6 of Diamonds,"charity, harmony, cooperation"
Chaos,Chaos/,C_D_5.jpg,Diamonds,5 of Diamonds,Heirophant; traditional spiritual authority deception
Chaos,Chaos/,C_D_4.jpg,Diamonds,4 of Diamonds,"hesitation to help others, preoccupation with material posessions"
Chaos,Chaos/,C_D_3.jpg,Diamonds,3 of Diamonds,"craftsmanship, successful collaboration, admiration"
Chaos,Chaos/,C_D_2.jpg,Diamonds,2 of Diamonds,"The High Priestess; juggling, multi-tasking"
Chaos,Chaos/,C_D_A.jpg,Diamonds,Ace of Diamonds,"the world, Peace, travel, openmindedness"
Chaos,Chaos/,C_Fool.jpg,Trumps,Fool,"Freedom, Fearlessness"
Toth,Toth/,T_NullHouse.jpg,Trumps,Null House,"The absence of anything, the void"
Yrevocnu,Yrevocnu/,Y_P_2.jpg, Pentacles, 2 of Pentacles, "handling infinite potential"
Yrevocnu,Yrevocnu/,Y_C_K.jpg, Cups, King of Cups, "Just vibin’"
Yrevocnu,Yrevocnu/,Y_S_A.jpg, Swords, Ace of Swords, "Do whatever it takes"
